category,location,path,file_name,required,exists,size_mb
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_training_metrics.csv,distilbert_training_metrics.csv,True,True,0.0004
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_training_metrics.csv,distilbert_training_metrics.csv,True,True,0.0004
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_epoch_validation_metrics.csv,distilbert_epoch_validation_metrics.csv,True,True,0.0009
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_epoch_validation_metrics.csv,distilbert_epoch_validation_metrics.csv,True,True,0.0009
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_best_checkpoint_summary.csv,distilbert_best_checkpoint_summary.csv,True,True,0.0003
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_best_checkpoint_summary.csv,distilbert_best_checkpoint_summary.csv,True,True,0.0003
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_model_save_summary.csv,distilbert_model_save_summary.csv,True,True,0.0009
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_model_save_summary.csv,distilbert_model_save_summary.csv,True,True,0.0009
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_validation_metrics.csv,distilbert_validation_metrics.csv,True,True,0.0003
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_validation_metrics.csv,distilbert_validation_metrics.csv,True,True,0.0003
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_test_metrics.csv,distilbert_test_metrics.csv,True,True,0.0003
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_test_metrics.csv,distilbert_test_metrics.csv,True,True,0.0003
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_test_confusion_matrix.csv,distilbert_test_confusion_matrix.csv,True,True,0.0001
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_test_confusion_matrix.csv,distilbert_test_confusion_matrix.csv,True,True,0.0001
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_test_confusion_matrix_summary.csv,distilbert_test_confusion_matrix_summary.csv,True,True,0.0003
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_test_confusion_matrix_summary.csv,distilbert_test_confusion_matrix_summary.csv,True,True,0.0003
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_test_classification_report.csv,distilbert_test_classification_report.csv,True,True,0.0004
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_test_classification_report.csv,distilbert_test_classification_report.csv,True,True,0.0004
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_prediction_output_summary.csv,distilbert_prediction_output_summary.csv,True,True,0.0002
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_prediction_output_summary.csv,distilbert_prediction_output_summary.csv,True,True,0.0002
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_final_metrics_summary.csv,distilbert_final_metrics_summary.csv,True,True,0.0005
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_final_metrics_summary.csv,distilbert_final_metrics_summary.csv,True,True,0.0005
table,repo,/content/PromptInjectionDetectionSystem/results/tables/distilbert/distilbert_error_analysis_summary.csv,distilbert_error_analysis_summary.csv,True,True,0.0004
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/distilbert/distilbert_error_analysis_summary.csv,distilbert_error_analysis_summary.csv,True,True,0.0004
prediction,repo,/content/PromptInjectionDetectionSystem/results/predictions/distilbert/distilbert_validation_predictions.csv,distilbert_validation_predictions.csv,True,True,0.0311
prediction,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/predictions/distilbert/distilbert_validation_predictions.csv,distilbert_validation_predictions.csv,True,True,0.0311
prediction,repo,/content/PromptInjectionDetectionSystem/results/predictions/distilbert/distilbert_test_predictions.csv,distilbert_test_predictions.csv,True,True,0.0357
prediction,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/predictions/distilbert/distilbert_test_predictions.csv,distilbert_test_predictions.csv,True,True,0.0357
prediction,repo,/content/PromptInjectionDetectionSystem/results/predictions/distilbert/distilbert_validation_predictions_clean.csv,distilbert_validation_predictions_clean.csv,True,True,0.0357
prediction,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/predictions/distilbert/distilbert_validation_predictions_clean.csv,distilbert_validation_predictions_clean.csv,True,True,0.0357
prediction,repo,/content/PromptInjectionDetectionSystem/results/predictions/distilbert/distilbert_test_predictions_clean.csv,distilbert_test_predictions_clean.csv,True,True,0.0405
prediction,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/predictions/distilbert/distilbert_test_predictions_clean.csv,distilbert_test_predictions_clean.csv,True,True,0.0405
prediction,repo,/content/PromptInjectionDetectionSystem/results/predictions/distilbert/distilbert_all_predictions_clean.csv,distilbert_all_predictions_clean.csv,True,True,0.076
prediction,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/predictions/distilbert/distilbert_all_predictions_clean.csv,distilbert_all_predictions_clean.csv,True,True,0.076
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/distilbert/distilbert_validation_errors.csv,distilbert_validation_errors.csv,True,True,0.0009
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/distilbert/distilbert_validation_errors.csv,distilbert_validation_errors.csv,True,True,0.0009
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/distilbert/distilbert_test_errors.csv,distilbert_test_errors.csv,True,True,0.0037
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/distilbert/distilbert_test_errors.csv,distilbert_test_errors.csv,True,True,0.0037
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/distilbert/distilbert_test_false_positives.csv,distilbert_test_false_positives.csv,True,True,0.0002
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/distilbert/distilbert_test_false_positives.csv,distilbert_test_false_positives.csv,True,True,0.0002
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/distilbert/distilbert_test_false_negatives.csv,distilbert_test_false_negatives.csv,True,True,0.0037
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/distilbert/distilbert_test_false_negatives.csv,distilbert_test_false_negatives.csv,True,True,0.0037
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/distilbert/distilbert_test_false_negatives_ranked.csv,distilbert_test_false_negatives_ranked.csv,True,True,0.0037
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/distilbert/distilbert_test_false_negatives_ranked.csv,distilbert_test_false_negatives_ranked.csv,True,True,0.0037
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/distilbert/distilbert_all_errors_ranked.csv,distilbert_all_errors_ranked.csv,True,True,0.0044
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/distilbert/distilbert_all_errors_ranked.csv,distilbert_all_errors_ranked.csv,True,True,0.0044
log,repo,/content/PromptInjectionDetectionSystem/results/logs/distilbert/distilbert_trainer_log_history.csv,distilbert_trainer_log_history.csv,True,True,0.0035
log,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/logs/distilbert/distilbert_trainer_log_history.csv,distilbert_trainer_log_history.csv,True,True,0.0035
log,repo,/content/PromptInjectionDetectionSystem/results/logs/distilbert/distilbert_trainer_state.json,distilbert_trainer_state.json,True,True,0.0076
log,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/logs/distilbert/distilbert_trainer_state.json,distilbert_trainer_state.json,True,True,0.0076
log,repo,/content/PromptInjectionDetectionSystem/results/logs/distilbert/distilbert_trainer_state_final.json,distilbert_trainer_state_final.json,True,True,0.0076
log,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/logs/distilbert/distilbert_trainer_state_final.json,distilbert_trainer_state_final.json,True,True,0.0076
figure,repo,/content/PromptInjectionDetectionSystem/results/figures/distilbert/distilbert_test_confusion_matrix.png,distilbert_test_confusion_matrix.png,True,True,0.0682
figure,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/figures/distilbert/distilbert_test_confusion_matrix.png,distilbert_test_confusion_matrix.png,True,True,0.0682
